mysql,service_directory,organization,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,organization,name,1,varchar,65535,,service_directory,,
mysql,service_directory,organization,alternate_name,2,varchar,65535,,service_directory,,
mysql,service_directory,organization,description,3,varchar,65535,,service_directory,,
mysql,service_directory,organization,email,4,varchar,65535,,service_directory,,
mysql,service_directory,organization,url,5,varchar,65535,,service_directory,,
mysql,service_directory,organization,tax_status,6,varchar,65535,,service_directory,,
mysql,service_directory,organization,tax_id,7,varchar,65535,,service_directory,,
mysql,service_directory,organization,year_incorporated,8,datetime,,,service_directory,,
mysql,service_directory,organization,legal_status,9,varchar,65535,,service_directory,,
mysql,service_directory,organization,assured_date,10,datetime,,,service_directory,,
mysql,service_directory,program,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,program,organization_id,1,varchar,1536,FOREIGN KEY,service_directory,organization,id
mysql,service_directory,program,name,2,varchar,65535,,service_directory,,
mysql,service_directory,program,alternate_name,3,varchar,65535,,service_directory,,
mysql,service_directory,service,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,service,organization_id,1,varchar,1536,FOREIGN KEY,service_directory,organization,id
mysql,service_directory,service,program_id,2,varchar,1536,FOREIGN KEY,service_directory,program,id
mysql,service_directory,service,name,3,varchar,65535,,service_directory,,
mysql,service_directory,service,alternate_name,4,varchar,65535,,service_directory,,
mysql,service_directory,service,description,5,varchar,65535,,service_directory,,
mysql,service_directory,service,url,6,varchar,65535,,service_directory,,
mysql,service_directory,service,email,7,varchar,65535,,service_directory,,
mysql,service_directory,service,status,8,varchar,65535,,service_directory,,
mysql,service_directory,service,interpretation_services,9,varchar,65535,,service_directory,,
mysql,service_directory,service,application_process,10,varchar,65535,,service_directory,,
mysql,service_directory,service,wait_time,11,varchar,65535,,service_directory,,
mysql,service_directory,service,fees,12,varchar,65535,,service_directory,,
mysql,service_directory,service,accreditations,13,varchar,65535,,service_directory,,
mysql,service_directory,service,licenses,14,varchar,65535,,service_directory,,
mysql,service_directory,service,taxonomy_ids,15,varchar,65535,,service_directory,,
mysql,service_directory,service_taxonomy,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,service_taxonomy,service_id,1,varchar,1536,FOREIGN KEY,service_directory,service,id
mysql,service_directory,service_taxonomy,taxonomy_id,2,varchar,1536,FOREIGN KEY,service_directory,taxonomy,id
mysql,service_directory,service_taxonomy,taxonomy_detail,3,varchar,65535,,service_directory,,
mysql,service_directory,service_at_location,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,service_at_location,service_id,1,varchar,1536,FOREIGN KEY,service_directory,service,id
mysql,service_directory,service_at_location,location_id,2,varchar,1536,FOREIGN KEY,service_directory,location,id
mysql,service_directory,service_at_location,description,3,varchar,65535,,service_directory,,
mysql,service_directory,location,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,location,organization_id,1,varchar,1536,FOREIGN KEY,service_directory,organization,id
mysql,service_directory,location,name,2,varchar,65535,,service_directory,,
mysql,service_directory,location,alternate_name,3,varchar,65535,,service_directory,,
mysql,service_directory,location,description,4,varchar,65535,,service_directory,,
mysql,service_directory,location,transportation,5,varchar,65535,,service_directory,,
mysql,service_directory,location,latitude,6,double,,,service_directory,,
mysql,service_directory,location,longitude,7,double,,,service_directory,,
mysql,service_directory,phone,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,phone,location_id,1,varchar,1536,FOREIGN KEY,service_directory,location,id
mysql,service_directory,phone,service_id,2,varchar,1536,FOREIGN KEY,service_directory,service,id
mysql,service_directory,phone,organization_id,3,varchar,1536,FOREIGN KEY,service_directory,organization,id
mysql,service_directory,phone,contact_id,4,varchar,1536,FOREIGN KEY,service_directory,contact,id
mysql,service_directory,phone,service_at_location_id,5,varchar,1536,FOREIGN KEY,service_directory,service_at_location,id
mysql,service_directory,phone,number,6,varchar,65535,,service_directory,,
mysql,service_directory,phone,extension,7,integer,,,service_directory,,
mysql,service_directory,phone,type,8,varchar,65535,,service_directory,,
mysql,service_directory,phone,language,9,varchar,65535,,service_directory,,
mysql,service_directory,phone,description,10,varchar,65535,,service_directory,,
mysql,service_directory,phone,department,11,varchar,65535,,service_directory,,
mysql,service_directory,contact,id,0,varchar,1536,PRIMARY KEY,service_directory,,
