mysql,service_directory,organization,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,organization,name,1,varchar,65535,,service_directory,,
mysql,service_directory,organization,alternate_name,2,varchar,65535,,service_directory,,
mysql,service_directory,organization,description,3,varchar,65535,,service_directory,,
mysql,service_directory,organization,email,4,varchar,65535,,service_directory,,
mysql,service_directory,organization,url,5,varchar,65535,,service_directory,,
mysql,service_directory,organization,tax_status,6,varchar,65535,,service_directory,,
mysql,service_directory,organization,tax_id,7,varchar,65535,,service_directory,,
mysql,service_directory,organization,year_incorporated,8,datetime,,,service_directory,,
mysql,service_directory,organization,legal_status,9,varchar,65535,,service_directory,,
mysql,service_directory,organization,logo,10,varchar,65535,,service_directory,,
mysql,service_directory,organization,uri,11,varchar,65535,,service_directory,,
mysql,service_directory,organization,assured_date,12,datetime,,,service_directory,,
mysql,service_directory,identifier,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,identifier,organization_id,1,varchar,1536,FOREIGN KEY,service_directory,organization,id
mysql,service_directory,identifier,service_area_id,2,varchar,1536,FOREIGN KEY,service_directory,service_area,id
mysql,service_directory,identifier,identification_body,3,varchar,65535,,service_directory,,
mysql,service_directory,identifier,register,4,varchar,65535,,service_directory,,
mysql,service_directory,identifier,identifier,5,varchar,65535,,service_directory,,
mysql,service_directory,identifier,uri,6,varchar,65535,,service_directory,,
mysql,service_directory,program,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,program,organization_id,1,varchar,1536,FOREIGN KEY,service_directory,organization,id
mysql,service_directory,program,name,2,varchar,65535,,service_directory,,
mysql,service_directory,program,alternate_name,3,varchar,65535,,service_directory,,
mysql,service_directory,service,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,service,organization_id,1,varchar,1536,FOREIGN KEY,service_directory,organization,id
mysql,service_directory,service,program_id,2,varchar,1536,FOREIGN KEY,service_directory,program,id
mysql,service_directory,service,name,3,varchar,65535,,service_directory,,
mysql,service_directory,service,alternate_name,4,varchar,65535,,service_directory,,
mysql,service_directory,service,description,5,varchar,65535,,service_directory,,
mysql,service_directory,service,url,6,varchar,65535,,service_directory,,
mysql,service_directory,service,email,7,varchar,65535,,service_directory,,
mysql,service_directory,service,status,8,varchar,65535,,service_directory,,
mysql,service_directory,service,interpretation_services,9,varchar,65535,,service_directory,,
mysql,service_directory,service,application_process,10,varchar,65535,,service_directory,,
mysql,service_directory,service,wait_time,11,varchar,65535,,service_directory,,
mysql,service_directory,service,fees,12,varchar,65535,,service_directory,,
mysql,service_directory,service,accreditations,13,varchar,65535,,service_directory,,
mysql,service_directory,service,licenses,14,varchar,65535,,service_directory,,
mysql,service_directory,service,taxonomy_ids,15,varchar,65535,,service_directory,,
mysql,service_directory,service,deliverable_type,16,varchar,65535,,service_directory,,
mysql,service_directory,service,assured_date,17,varchar,65535,,service_directory,,
mysql,service_directory,service,attending_type,18,varchar,65535,,service_directory,,
mysql,service_directory,service,attending_access,19,varchar,65535,,service_directory,,
mysql,service_directory,service_taxonomy,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,service_taxonomy,service_id,1,varchar,1536,FOREIGN KEY,service_directory,service,id
mysql,service_directory,service_taxonomy,eligibility_id,2,varchar,65535,,service_directory,,
mysql,service_directory,service_taxonomy,taxonomy_id,3,varchar,1536,FOREIGN KEY,service_directory,taxonomy,id
mysql,service_directory,service_taxonomy,taxonomy_detail,4,varchar,65535,,service_directory,,
mysql,service_directory,service_at_location,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,service_at_location,service_id,1,varchar,1536,FOREIGN KEY,service_directory,service,id
mysql,service_directory,service_at_location,location_id,2,varchar,1536,FOREIGN KEY,service_directory,location,id
mysql,service_directory,service_at_location,description,3,varchar,65535,,service_directory,,
mysql,service_directory,location,id,0,varchar,1536,PRIMARY KEY,service_directory,,
mysql,service_directory,location,organization_id,1,varchar,1536,FOREIGN KEY,service_directory,organization,id
mysql,service_directory,location,name,2,varchar,65535,,service_directory,,
mysql,service_directory,location,alternate_name,3,varchar,65535,,service_directory,,
mysql,service_directory,location,description,4,varchar,65535,,service_directory,,
mysql,service_directory,location,transportation,5,varchar,65535,,service_directory,,
mysql,service_directory,location,latitude,6,double,,,service_directory,,
